"x"
"AHUS";3651
"Bergen";1157.2
"Diakonhjemmet";1078.6
"Finnmark";161.3
"Fonna";422.1
"Førde";123.2
"Haraldsplass";540.7
"Helgeland";29.6
"Innlandet";1097.4
"Lovisenberg";1247.3
"Møre og Romsdal";499.8
"N-Trøndelag";218.2
"Nordland";255.8
"OUS";3232.1
"St.Olavs";621.7
"Stavanger";538.5
"Sørlandet";650.2
"Telemark";460.4
"UNN";547.8
"V. Viken";2773.1
"Vestfold";675.1
"Østfold";1390.2
